Company ID,Product Category,Product Name,Revenue,Sales Rep
Comp_12,Cloud,Anostic,3005.56525,36
Comp_12,Cloud,Cloud AI and Industry Solutions,1501175.494,36
Comp_12,Cloud,Compute,-12449.92346,36
Comp_12,Cloud,Databases,1246422.384,36
Comp_12,Cloud,Security,702559.1737,36
Comp_12,Cloud,Marketplace Services,323418,36
Comp_12,Cloud,Network,-5756.150477,36
Comp_12,Cloud,Ops Tools,1314297.535,36
Comp_12,Cloud,Other,519535.232,36
Comp_12,Cloud,Serverless,672437.0752,36
Comp_12,Cloud,Storage,861207.9385,36
Comp_12,Servicing,Servicing,14799.42077,36
Comp_13,Servicing,Servicing,-6272.53,164
Comp_14,Servicing,Servicing,158472.1512,87
Comp_15,Servicing,Servicing,914600,104
Comp_16,Servicing,Servicing,206523.5872,163
Comp_17,Servicing,Servicing,-1204.270962,126
Comp_18,Cloud,Analytics,254018.0602,126
Comp_18,Cloud,Anostic,1258413.229,126
Comp_18,Cloud,Cloud AI and Industry Solutions,889082.0009,126
Comp_18,Cloud,Compute,-5783.53724,126
Comp_18,Cloud,Databases,-9863.018418,126
Comp_18,Cloud,Security,370124.5826,126
Comp_18,Cloud,Marketplace Services,846678,126
Comp_18,Cloud,Network,375085.7218,126
Comp_18,Cloud,Ops Tools,531932.0233,126
Comp_18,Cloud,Other,1575583.434,126
Comp_18,Cloud,Serverless,21427.0259,126
Comp_18,Cloud,Storage,300343.2557,126
Comp_18,Servicing,Servicing,723038.0176,126
Comp_19,Servicing,Servicing,815157,81
Comp_20,Servicing,Servicing,-15126.03,79
Comp_21,Cloud,Analytics,1588401.463,25
Comp_21,Cloud,Anostic,495352.4352,25
Comp_21,Cloud,Cloud AI and Industry Solutions,1548602.101,25
Comp_21,Cloud,Compute,325865.0367,25
Comp_21,Cloud,Databases,409275.9409,25
Comp_21,Cloud,Marketplace Services,202250,25
Comp_21,Cloud,Network,463681.5864,25
Comp_21,Cloud,Ops Tools,-14451.33,25
Comp_21,Cloud,Other,101330.0029,25
Comp_21,Cloud,Serverless,224661.9322,25
Comp_21,Cloud,Storage,259422.1894,25
Comp_21,Servicing,Servicing,556822.1999,25
Comp_22,Cloud,Analytics,-16874.34,95
Comp_22,Cloud,Compute,1113446.653,95
Comp_22,Cloud,Databases,554169.6318,95
Comp_22,Cloud,Security,663159.0012,95
Comp_22,Cloud,Marketplace Services,-4202.25,95
Comp_22,Cloud,Network,126827.0342,95
Comp_22,Cloud,Ops Tools,1176592.45,95
Comp_22,Cloud,Other,423499,95
Comp_22,Cloud,Serverless,124284.1473,95
Comp_22,Cloud,Storage,-78.74196148,95
Comp_22,Servicing,Servicing,4178.100004,95
Comp_23,Cloud,Analytics,-309.5349645,28
Comp_23,Cloud,Anostic,63767.5259,28
Comp_23,Cloud,Cloud AI and Industry Solutions,800862.2559,28
Comp_23,Cloud,Compute,940993.8367,28
Comp_23,Cloud,Databases,113323.1735,28
Comp_23,Cloud,Security,444556.0329,28
Comp_23,Cloud,Marketplace Services,1248373.604,28
Comp_23,Cloud,Network,996610.7275,28
Comp_23,Cloud,Ops Tools,495593.3816,28
Comp_23,Cloud,Other,615134.379,28
Comp_23,Cloud,Serverless,1020212.721,28
Comp_23,Cloud,Storage,833148.5293,28
Comp_23,Cloud,Support,897953.7895,28
Comp_23,Servicing,Servicing,-3237.942664,28
Comp_24,Servicing,Servicing,1484478.419,59
Comp_25,Cloud,Analytics,676465.8539,29
Comp_25,Cloud,Anostic,1411102.509,29
Comp_25,Cloud,Cloud AI and Industry Solutions,1611651.626,29
Comp_25,Cloud,Compute,1397966.707,29
Comp_25,Cloud,Databases,-2151.489617,29
Comp_25,Cloud,Security,168606.1776,29
Comp_25,Cloud,Marketplace Services,110275,29
Comp_25,Cloud,Network,-12845.43091,29
Comp_25,Cloud,Ops Tools,227272.418,29
Comp_25,Cloud,Other,-9361.003438,29
Comp_25,Cloud,Serverless,1067111.601,29
Comp_25,Cloud,Storage,1382583.921,29
Comp_25,Cloud,Support,374903.9999,29
Comp_25,Servicing,Servicing,-5744.48627,29
Comp_26,Servicing,Servicing,71238,99
Comp_27,Servicing,Servicing,55756.04386,56
Comp_28,Servicing,Servicing,884828,148
Comp_29,Cloud,Analytics,767147,61
Comp_29,Cloud,Anostic,-8520.406927,61
Comp_29,Cloud,Compute,976593.8171,61
Comp_29,Cloud,Databases,1480944,61
Comp_29,Cloud,Security,828024.0137,61
Comp_29,Cloud,Marketplace Services,1625566.027,61
Comp_29,Cloud,Network,1097247.918,61
Comp_29,Cloud,Ops Tools,465930,61
Comp_29,Cloud,Other,1091946,61
Comp_29,Cloud,Serverless,227196.0003,61
Comp_29,Cloud,Storage,-1214.326988,61
Comp_29,Servicing,Servicing,-6922.299498,61
Comp_30,Servicing,Servicing,-4210.81,107
Comp_31,Cloud,Analytics,104870.792,26
Comp_31,Cloud,Anostic,531977.4474,26
Comp_31,Cloud,Compute,-1922.285394,26
Comp_31,Cloud,Databases,24429.66323,26
Comp_31,Cloud,Security,1069617.755,26
Comp_31,Cloud,Marketplace Services,1444847,26
Comp_31,Cloud,Network,558533.1364,26
Comp_31,Cloud,Ops Tools,1240115.115,26
Comp_31,Cloud,Other,649320.4539,26
Comp_31,Cloud,Serverless,1202982.706,26
Comp_31,Cloud,Storage,56868.26925,26
Comp_31,Cloud,Support,-2445.541821,26
Comp_31,Servicing,Servicing,1559766.924,26
Comp_32,Servicing,Servicing,1831355,97
Comp_33,Servicing,Servicing,1066337,141
Comp_34,Servicing,Servicing,799568,59
Comp_35,Servicing,Servicing,772355,183
Comp_36,Servicing,Servicing,70650,33
Comp_37,Cloud,Anostic,-4472.139927,17
Comp_37,Cloud,Compute,128077.0112,17
Comp_37,Cloud,Marketplace Services,776904,17
Comp_37,Cloud,Network,641375.0007,17
Comp_37,Cloud,Ops Tools,1193672,17
Comp_37,Cloud,Storage,-2135.27,17
Comp_37,Servicing,Servicing,491765,17
Comp_38,Cloud,Analytics,-3977.432196,177
Comp_38,Cloud,Anostic,763884.0175,177
Comp_38,Cloud,Cloud AI and Industry Solutions,1640298.573,177
Comp_38,Cloud,Compute,998680.3201,177
Comp_38,Cloud,Databases,-2894.483717,177
Comp_38,Cloud,Security,1563019.043,177
Comp_38,Cloud,Marketplace Services,817821,177
Comp_38,Cloud,Network,-9473.794804,177
Comp_38,Cloud,Ops Tools,472414,177
Comp_38,Cloud,Other,1154713.319,177
Comp_38,Cloud,Serverless,1567117.11,177
Comp_38,Cloud,Storage,1487646.87,177
Comp_38,Servicing,Servicing,50767.47821,177
Comp_39,Servicing,Servicing,165368,194
Comp_40,Servicing,Servicing,-9601.84,212
Comp_41,Servicing,Servicing,65577,39
Comp_42,Servicing,Servicing,1082249,8
Comp_43,Cloud,Analytics,89235,110
Comp_43,Cloud,Anostic,587313.7391,110
Comp_43,Cloud,Cloud AI and Industry Solutions,1246434,110
Comp_43,Cloud,Compute,1186126.044,110
Comp_43,Cloud,Databases,962932,110
Comp_43,Cloud,Security,1334716.168,110
Comp_43,Cloud,Marketplace Services,31046,110
Comp_43,Cloud,Network,345415.792,110
Comp_43,Cloud,Ops Tools,-6574.87,110
Comp_43,Cloud,Serverless,311711,110
Comp_43,Cloud,Storage,1214731.41,110
Comp_43,Servicing,Servicing,139408.5092,110
Comp_44,Cloud,Other,587344,170
Comp_44,Servicing,Servicing,1496287.63,170
Comp_45,Cloud,Analytics,314798.0265,6
Comp_45,Cloud,Compute,729803.0066,6
Comp_45,Cloud,Databases,201906.0253,6
Comp_45,Cloud,Security,320720,6
Comp_45,Cloud,Marketplace Services,196478,6
Comp_45,Cloud,Network,493541.0445,6
Comp_45,Cloud,Ops Tools,-1902.44,6
Comp_45,Cloud,Other,1043324.594,6
Comp_45,Cloud,Serverless,383602.0243,6
Comp_45,Cloud,Storage,-8655.5,6
Comp_45,Cloud,Support,1364900,6
Comp_45,Servicing,Servicing,412723.7576,6
Comp_46,Cloud,Analytics,1139750.543,126
Comp_46,Cloud,Cloud AI and Industry Solutions,450628.3098,126
Comp_46,Cloud,Compute,258984.0576,126
Comp_46,Cloud,Databases,413123.2707,126
Comp_46,Cloud,Ops Tools,116959,126
Comp_46,Cloud,Other,375788.1022,126
Comp_46,Cloud,Serverless,-2747.34862,126
Comp_46,Cloud,Storage,371739.0207,126
Comp_46,Servicing,Servicing,1582561,126
Comp_47,Servicing,Servicing,718342.0145,124
Comp_48,Servicing,Servicing,-1381.07,39
Comp_49,Servicing,Servicing,68579,138
Comp_50,Servicing,Servicing,558045.3338,202
Comp_51,Servicing,Servicing,981273,143
Comp_52,Servicing,Servicing,-4984.65,138
Comp_53,Servicing,Servicing,-3910.000917,108
Comp_54,Cloud,Analytics,88184.02942,19
Comp_54,Cloud,Ops Tools,-610.52,19
Comp_54,Cloud,Other,1657943,19
Comp_54,Servicing,Servicing,340821,19
Comp_55,Cloud,Analytics,602022.0001,46
Comp_55,Cloud,Cloud AI and Industry Solutions,1450791.308,46
Comp_55,Cloud,Compute,254538.8288,46
Comp_55,Cloud,Databases,1289984.497,46
Comp_55,Cloud,Marketplace Services,12539,46
Comp_55,Cloud,Network,659567.2038,46
Comp_55,Cloud,Ops Tools,1120890,46
Comp_55,Cloud,Other,1276511,46
Comp_55,Cloud,Serverless,342536.0002,46
Comp_55,Cloud,Storage,-6911.139421,46
Comp_55,Servicing,Servicing,1326020.01,46
Comp_56,Cloud,Cloud AI and Industry Solutions,102764.2235,104
Comp_56,Cloud,Ops Tools,1341900,104
Comp_56,Cloud,Other,1598058,104
Comp_56,Servicing,Servicing,-6614.96,104
Comp_57,Cloud,Analytics,-9277.174953,145
Comp_57,Cloud,Anostic,531968.3769,145
Comp_57,Cloud,Cloud AI and Industry Solutions,309695.3893,145
Comp_57,Cloud,Compute,-3455.946821,145
Comp_57,Cloud,Databases,451264.1777,145
Comp_57,Cloud,Security,1431560.832,145
Comp_57,Cloud,Marketplace Services,7437.257713,145
Comp_57,Cloud,Network,-4210.781477,145
Comp_57,Cloud,Ops Tools,430094.3322,145
Comp_57,Cloud,Other,-2548.445666,145
Comp_57,Cloud,Serverless,1479622.872,145
Comp_57,Cloud,Storage,1174058.153,145
Comp_57,Cloud,Support,49004.62471,145
Comp_57,Servicing,Servicing,928511.1907,145
Comp_58,Servicing,Servicing,121866,99
Comp_59,Servicing,Servicing,213638,75
Comp_60,Cloud,Analytics,398076.9307,206
Comp_60,Cloud,Anostic,-5572.529992,206
Comp_60,Cloud,Compute,705541.7223,206
Comp_60,Cloud,Marketplace Services,-2080.78,206
Comp_60,Cloud,Network,1437898.031,206
Comp_60,Cloud,Ops Tools,385133,206
Comp_60,Cloud,Other,1074092,206
Comp_60,Cloud,Serverless,1031127.11,206
Comp_60,Cloud,Storage,228159.81,206
Comp_60,Servicing,Servicing,1465341.561,206
Comp_61,Servicing,Servicing,173889,78
Comp_62,Cloud,Analytics,689381.4994,21
Comp_62,Cloud,Cloud AI and Industry Solutions,773389,21
Comp_62,Cloud,Compute,1155244.572,21
Comp_62,Cloud,Marketplace Services,1098995,21
Comp_62,Cloud,Network,-3398.5193,21
Comp_62,Cloud,Ops Tools,-4357.56,21
Comp_62,Cloud,Other,1107807.31,21
Comp_62,Cloud,Serverless,135796.0923,21
Comp_62,Cloud,Storage,357874.6484,21
Comp_62,Servicing,Servicing,907841,21
Comp_63,Servicing,Servicing,468490,74
Comp_64,Servicing,Servicing,185625.4034,197
Comp_65,Cloud,Analytics,451491,74
Comp_65,Cloud,Compute,1104073.019,74
Comp_65,Cloud,Security,1920157.008,74
Comp_65,Cloud,Marketplace Services,1053242,74
Comp_65,Cloud,Network,373259.9652,74
Comp_65,Cloud,Ops Tools,67055,74
Comp_65,Cloud,Other,429050,74
Comp_65,Cloud,Serverless,652953.0238,74
Comp_65,Cloud,Storage,838560.1571,74
Comp_65,Servicing,Servicing,-11322.03,74
Comp_66,Cloud,Analytics,185013.5635,58
Comp_66,Cloud,Anostic,-3390.904153,58
Comp_66,Cloud,Cloud AI and Industry Solutions,326458.9651,58
Comp_66,Cloud,Compute,-607.192042,58
Comp_66,Cloud,Databases,78379.92303,58
Comp_66,Cloud,Security,554556.0104,58
Comp_66,Cloud,Marketplace Services,1086127,58
Comp_66,Cloud,Network,365999.5979,58
Comp_66,Cloud,Ops Tools,450783.0708,58
Comp_66,Cloud,Other,137582,58
Comp_66,Cloud,Serverless,-9096.461566,58
Comp_66,Cloud,Storage,818995.8368,58
Comp_66,Cloud,Support,139280.9999,58
Comp_66,Servicing,Servicing,81801.77024,58
Comp_67,Servicing,Servicing,657841.4206,138
Comp_68,Servicing,Servicing,1436834,90
Comp_69,Cloud,Analytics,598892.5831,129
Comp_69,Cloud,Anostic,189672.0468,129
Comp_69,Cloud,Cloud AI and Industry Solutions,1256487.371,129
Comp_69,Cloud,Compute,1277286.046,129
Comp_69,Cloud,Databases,-10804.36946,129
Comp_69,Cloud,Security,629310.0452,129
Comp_69,Cloud,Marketplace Services,-10997.40334,129
Comp_69,Cloud,Network,482691.8188,129
Comp_69,Cloud,Ops Tools,138134.3262,129
Comp_69,Cloud,Other,638982.6606,129
Comp_69,Cloud,Serverless,200599.2285,129
Comp_69,Cloud,Storage,1127840.723,129
Comp_69,Cloud,Support,130561.1164,129
Comp_69,Servicing,Servicing,508590.166,129
Comp_70,Servicing,Servicing,745094,157
Comp_71,Servicing,Servicing,-4567.07,151
Comp_72,Servicing,Servicing,235503,13
Comp_73,Servicing,Servicing,-9223.87,160
Comp_74,Cloud,Analytics,303619.8211,126
Comp_74,Cloud,Anostic,-619.3899086,126
Comp_74,Cloud,Cloud AI and Industry Solutions,1102491.772,126
Comp_74,Cloud,Compute,360655.7382,126
Comp_74,Cloud,Databases,524110.5073,126
Comp_74,Cloud,Security,1748066.123,126
Comp_74,Cloud,Marketplace Services,226292.8876,126
Comp_74,Cloud,Network,-1574.151138,126
Comp_74,Cloud,Ops Tools,90538.98378,126
Comp_74,Cloud,Other,1036170.028,126
Comp_74,Cloud,Serverless,905901.5032,126
Comp_74,Cloud,Storage,-12622.29164,126
Comp_74,Cloud,Support,-3341.93,126
Comp_74,Servicing,Servicing,426406,126
Comp_75,Servicing,Servicing,595178,196
Comp_76,Cloud,Databases,68867.00923,53
Comp_76,Cloud,Ops Tools,525627,53
Comp_76,Cloud,Other,-10410.55,53
Comp_76,Cloud,Serverless,136811.0006,53
Comp_76,Cloud,Storage,-2982.769985,53
Comp_76,Servicing,Servicing,482045,53
Comp_77,Servicing,Servicing,-7868.76,210
Comp_78,Cloud,Analytics,545851.024,102
Comp_78,Cloud,Anostic,713128.2044,102
Comp_78,Cloud,Cloud AI and Industry Solutions,-5527.661177,102
Comp_78,Cloud,Compute,1026976.152,102
Comp_78,Cloud,Databases,178867.8284,102
Comp_78,Cloud,Security,1489057.001,102
Comp_78,Cloud,Marketplace Services,-9965.03,102
Comp_78,Cloud,Network,-892.8675736,102
Comp_78,Cloud,Ops Tools,452272.0238,102
Comp_78,Cloud,Other,169899,102
Comp_78,Cloud,Serverless,-576.5696907,102
Comp_78,Cloud,Storage,1304515.361,102
Comp_78,Cloud,Support,285133.2797,102
Comp_78,Servicing,Servicing,-1631.230692,102
Comp_79,Cloud,Analytics,583182.0889,129
Comp_79,Cloud,Anostic,-5913.179645,129
Comp_79,Cloud,Cloud AI and Industry Solutions,1239026.74,129
Comp_79,Cloud,Compute,831918.8198,129
Comp_79,Cloud,Databases,39022.76149,129
Comp_79,Cloud,Security,497134.451,129
Comp_79,Cloud,Marketplace Services,875742.0399,129
Comp_79,Cloud,Network,1032408.06,129
Comp_79,Cloud,Ops Tools,135677.7527,129
Comp_79,Cloud,Other,1297161.718,129
Comp_79,Cloud,Serverless,121767.8961,129
Comp_79,Cloud,Storage,-6355.96822,129
Comp_79,Cloud,Support,1102999.022,129
Comp_79,Servicing,Servicing,185928.2198,129
Comp_80,Cloud,Analytics,1223759.381,20
Comp_80,Cloud,Anostic,1029878.54,20
Comp_80,Cloud,Cloud AI and Industry Solutions,-1382.129578,20
Comp_80,Cloud,Compute,-5136.251315,20
Comp_80,Cloud,Databases,434977.8118,20
Comp_80,Cloud,Security,83608.11879,20
Comp_80,Cloud,Marketplace Services,1078160,20
Comp_80,Cloud,Network,380798.2683,20
Comp_80,Cloud,Ops Tools,1289167.905,20
Comp_80,Cloud,Other,239682.1455,20
Comp_80,Cloud,Serverless,704137,20
Comp_80,Cloud,Storage,821322.8485,20
Comp_80,Servicing,Servicing,-2155.110678,20
Comp_81,Cloud,Analytics,-4004.344292,193
Comp_81,Cloud,Anostic,511269.1944,193
Comp_81,Cloud,Compute,61634.01266,193
Comp_81,Cloud,Databases,-6163.013575,193
Comp_81,Cloud,Marketplace Services,317437,193
Comp_81,Cloud,Network,856925.8797,193
Comp_81,Cloud,Ops Tools,360986.9815,193
Comp_81,Cloud,Other,137518,193
Comp_81,Cloud,Serverless,1582025.113,193
Comp_81,Cloud,Storage,1144422.971,193
Comp_81,Servicing,Servicing,395181.6617,193
Comp_82,Servicing,Servicing,-5665.37,172
Comp_83,Cloud,Analytics,375155.5667,71
Comp_83,Cloud,Anostic,42543.45507,71
Comp_83,Cloud,Cloud AI and Industry Solutions,1349298.091,71
Comp_83,Cloud,Compute,1811872.748,71
Comp_83,Cloud,Databases,1303177.531,71
Comp_83,Cloud,Security,583389.1609,71
Comp_83,Cloud,Marketplace Services,408915.0039,71
Comp_83,Cloud,Network,989260.2595,71
Comp_83,Cloud,Ops Tools,489419.2563,71
Comp_83,Cloud,Other,50362.80136,71
Comp_83,Cloud,Serverless,888454.7456,71
Comp_83,Cloud,Storage,1124507.333,71
Comp_83,Cloud,Support,680822.6842,71
Comp_83,Servicing,Servicing,807168.4596,71
Comp_84,Cloud,Analytics,1091399.214,52
Comp_84,Cloud,Anostic,1061275.261,52
Comp_84,Cloud,Cloud AI and Industry Solutions,650484.3301,52
Comp_84,Cloud,Compute,257519.4849,52
Comp_84,Cloud,Databases,680392.5027,52
Comp_84,Cloud,Security,508979.6211,52
Comp_84,Cloud,Marketplace Services,1077848.556,52
Comp_84,Cloud,Network,162744.6797,52
Comp_84,Cloud,Ops Tools,1101458.477,52
Comp_84,Cloud,Other,1282158.901,52
Comp_84,Cloud,Serverless,369868.9374,52
Comp_84,Cloud,Storage,1197185.105,52
Comp_84,Cloud,Support,637452.1396,52
Comp_84,Servicing,Servicing,-5053.294331,52
Comp_84,null,,-5648.982257,52
Comp_85,Servicing,Servicing,104506,185
Comp_86,Cloud,Analytics,1038657.005,200
Comp_86,Cloud,Cloud AI and Industry Solutions,1091103.46,200
Comp_86,Cloud,Compute,89924.34479,200
Comp_86,Cloud,Databases,452728.1882,200
Comp_86,Cloud,Security,-7108.449931,200
Comp_86,Cloud,Marketplace Services,361230,200
Comp_86,Cloud,Network,-904.6582902,200
Comp_86,Cloud,Ops Tools,396892,200
Comp_86,Cloud,Other,800959.0112,200
Comp_86,Cloud,Serverless,-1809.552613,200
Comp_86,Cloud,Storage,1370068.557,200
Comp_86,Servicing,Servicing,541896.6628,200
Comp_87,Servicing,Servicing,122851.6718,54
Comp_88,Servicing,Servicing,1580254.187,176
Comp_89,Servicing,Servicing,707204.5514,85
Comp_90,Servicing,Servicing,444745,7
Comp_91,Servicing,Servicing,531477,68
Comp_92,Servicing,Servicing,45252,162
Comp_93,Cloud,Analytics,1282919,195
Comp_93,Cloud,Cloud AI and Industry Solutions,692625.9078,195
Comp_93,Cloud,Compute,900257.9958,195
Comp_93,Cloud,Network,734589.2964,195
Comp_93,Cloud,Ops Tools,824497,195
Comp_93,Cloud,Other,1112336,195
Comp_93,Cloud,Serverless,-67.46824062,195
Comp_93,Cloud,Storage,-11238.26994,195
Comp_93,Servicing,Servicing,-2310.647979,195
Comp_94,Cloud,Analytics,1502327.881,134
Comp_94,Cloud,Cloud AI and Industry Solutions,1123231.186,134
Comp_94,Cloud,Compute,837642.7867,134
Comp_94,Cloud,Databases,-7035.341815,134
Comp_94,Cloud,Security,922832.0139,134
Comp_94,Cloud,Marketplace Services,436284,134
Comp_94,Cloud,Network,138691.1791,134
Comp_94,Cloud,Ops Tools,873480,134
Comp_94,Cloud,Other,739081.104,134
Comp_94,Cloud,Serverless,8979.142329,134
Comp_94,Cloud,Storage,12681.79736,134
Comp_94,Servicing,Servicing,160135.8412,134
Comp_95,Cloud,Analytics,363321.6832,15
Comp_95,Cloud,Anostic,135784.3841,15
Comp_95,Cloud,Cloud AI and Industry Solutions,84612.23352,15
Comp_95,Cloud,Compute,305356.9645,15
Comp_95,Cloud,Databases,1014570.321,15
Comp_95,Cloud,Security,-8126.330427,15
Comp_95,Cloud,Marketplace Services,-4557.527493,15
Comp_95,Cloud,Network,-2238.570119,15
Comp_95,Cloud,Ops Tools,924147.6142,15
Comp_95,Cloud,Other,-3810.486161,15
Comp_95,Cloud,Serverless,868122.3546,15
Comp_95,Cloud,Storage,1316285.73,15
Comp_95,Cloud,Support,875926.2998,15
Comp_95,Servicing,Servicing,1431231.125,15
Comp_95,null,,-8016.554173,15
Comp_96,Cloud,Ops Tools,16034,151
Comp_96,Cloud,Other,1421656.247,151
Comp_96,Cloud,Storage,956160.0001,151
Comp_96,Servicing,Servicing,1391933.143,151
Comp_97,Servicing,Servicing,-3110.69,30
Comp_98,Servicing,Servicing,371038.9184,22
Comp_99,Servicing,Servicing,794005,55
Comp_100,Cloud,Analytics,944788.4551,27
Comp_100,Cloud,Anostic,1856844.364,27
Comp_100,Cloud,Cloud AI and Industry Solutions,873098.8563,27
Comp_100,Cloud,Compute,1163163.08,27
Comp_100,Cloud,Databases,1045542.742,27
Comp_100,Cloud,Security,732830.7934,27
Comp_100,Cloud,Marketplace Services,484483,27
Comp_100,Cloud,Network,-2400.800053,27
Comp_100,Cloud,Ops Tools,698287.4551,27
Comp_100,Cloud,Other,1245491.393,27
Comp_100,Cloud,Serverless,502944.3959,27
Comp_100,Cloud,Storage,1104875.572,27
Comp_100,Cloud,Support,515121,27
Comp_100,Servicing,Servicing,-3092.503202,27
Comp_101,Servicing,Servicing,28167,107
Comp_102,Cloud,Analytics,892894.3906,91
Comp_102,Cloud,Cloud AI and Industry Solutions,1102247.358,91
Comp_102,Cloud,Compute,1115342.813,91
Comp_102,Cloud,Databases,176671,91
Comp_102,Cloud,Marketplace Services,316064,91
Comp_102,Cloud,Network,218084,91
Comp_102,Cloud,Ops Tools,881527,91
Comp_102,Cloud,Other,905658,91
Comp_102,Cloud,Serverless,1455306.279,91
Comp_102,Cloud,Storage,561837.0398,91
Comp_102,Servicing,Servicing,1727367.91,91
Comp_103,Cloud,Analytics,697815.0008,45
Comp_103,Cloud,Anostic,310629.7577,45
Comp_103,Cloud,Compute,-211.5000016,45
Comp_103,Cloud,Databases,546617.3002,45
Comp_103,Cloud,Marketplace Services,1682916,45
Comp_103,Cloud,Network,-3196.364622,45
Comp_103,Cloud,Ops Tools,82123.15954,45
Comp_103,Cloud,Other,800799.9704,45
Comp_103,Cloud,Serverless,465197.962,45
Comp_103,Cloud,Storage,968721.2143,45
Comp_103,Servicing,Servicing,13362.23721,45
Comp_104,Servicing,Servicing,1426270,188
Comp_105,Servicing,Servicing,5673,142
Comp_106,Servicing,Servicing,1319275.07,59
Comp_107,Cloud,Analytics,731897.8088,219
Comp_107,Cloud,Anostic,809026.2145,219
Comp_107,Cloud,Cloud AI and Industry Solutions,1309987.182,219
Comp_107,Cloud,Compute,242260.486,219
Comp_107,Cloud,Databases,1131914.785,219
Comp_107,Cloud,Security,662037.8912,219
Comp_107,Cloud,Marketplace Services,807435.1117,219
Comp_107,Cloud,Network,1249983.774,219
Comp_107,Cloud,Ops Tools,1664750.273,219
Comp_107,Cloud,Other,-4643.712942,219
Comp_107,Cloud,Serverless,-7310.867907,219
Comp_107,Cloud,Storage,2020564.799,219
Comp_107,Cloud,Support,871660.1153,219
Comp_107,Servicing,Servicing,781655.5719,219
Comp_108,Cloud,Analytics,576892.5483,52
Comp_108,Cloud,Anostic,834247.0418,52
Comp_108,Cloud,Cloud AI and Industry Solutions,224986.101,52
Comp_108,Cloud,Compute,492693.4558,52
Comp_108,Cloud,Databases,-3099.858845,52
Comp_108,Cloud,Security,-1991.898298,52
Comp_108,Cloud,Marketplace Services,359538.3755,52
Comp_108,Cloud,Network,719041.8134,52
Comp_108,Cloud,Ops Tools,424388.6232,52
Comp_108,Cloud,Other,1310503.351,52
Comp_108,Cloud,Serverless,985232.0637,52
Comp_108,Cloud,Storage,1280718.808,52
Comp_108,Cloud,Support,610667.4029,52
Comp_108,Servicing,Servicing,502842.1168,52
Comp_109,Servicing,Servicing,217114,152
Comp_110,Servicing,Servicing,284464.196,142
Comp_111,Cloud,Analytics,291016.3189,159
Comp_111,Cloud,Compute,-489.9548633,159
Comp_111,Cloud,Databases,1351211,159
Comp_111,Cloud,Marketplace Services,-785.82,159
Comp_111,Cloud,Network,1218870.011,159
Comp_111,Cloud,Ops Tools,897,159
Comp_111,Cloud,Other,227812,159
Comp_111,Cloud,Serverless,1300990.848,159
Comp_111,Cloud,Storage,1547833.535,159
Comp_111,Servicing,Servicing,881944,159
Comp_112,Servicing,Servicing,593427.2366,72
Comp_113,Cloud,Compute,-6823.795891,222
Comp_113,Cloud,Network,333633.3217,222
Comp_113,Cloud,Storage,-9160.059935,222
